id,fecha,dia,mes,año,victima,hora,franja_horaria,participantes,acusado,cantidad_victimas,comuna,lugar_hecho,tipo_calle,calle,cruce,direccion_normalizada,xy,x,y,rol,sexo,edad,fecha_fallecimiento
2016-0090,2016-07-14,14,7,2016,PEATON,22:00:00,22,PEATON-PASAJEROS,PASAJEROS,1,5,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",Point (103997.04813615 102012.34139150),-58.41971993,-34.61112240,PEATON,MASCULINO,60.0,2016-07-15 00:00:00
2016-0092,2016-07-15,15,7,2016,MOTO,11:00:00,11,MOTO-CARGAS,CARGAS,1,13,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,CONDUCTOR,MASCULINO,24.0,2016-07-15 00:00:00
2016-0093,2016-07-17,17,7,2016,AUTO,03:30:00,3,AUTO-AUTO,AUTO,1,6,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",Point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,CONDUCTOR,MASCULINO,35.0,2016-07-19 00:00:00
2016-0095,2016-07-23,23,7,2016,MOTO,06:12:00,6,MOTO-AUTO,AUTO,1,11,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,MOSCONI GENERAL AV.,MERCEDES y MOSCONI GENERAL AV.,Point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,CONDUCTOR,MASCULINO,29.0,2016-07-23 00:00:00
2016-0096,2016-07-25,25,7,2016,MOTO,07:00:00,7,MOTO-CARGAS,CARGAS,1,8,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Point (. .),-58.47433193007387,-34.66684950051973,CONDUCTOR,MASCULINO,,
2016-0097,2016-07-26,26,7,2016,PEATON,18:45:00,18,PEATON-AUTO,AUTO,1,1,SOLIS Y MEXICO,CALLE,SOLIS,MEXICO,SOLIS y MEXICO,Point (106687.13301820 101510.97040757),-58.39038605,-34.61562810,PEATON,MASCULINO,80.0,2016-08-12 00:00:00
2016-0098,2016-07-27,27,7,2016,MOTO,16:08:00,16,MOTO-CARGAS,CARGAS,1,3,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,ALBERTI,SAN JUAN AV. y ALBERTI,Point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,CONDUCTOR,FEMENINO,43.0,
2016-0099,2016-07-29,29,7,2016,CARGAS,16:00:00,16,CARGAS-CARGAS,CARGAS,1,11,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,"PAZ, GRAL. AV.","MOSCONI GENERAL AV. y PAZ, GRAL. AV.",Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,CONDUCTOR,MASCULINO,45.0,
2016-0100,2016-08-03,3,8,2016,MOTO,23:27:00,23,MOTO-OBJETO FIJO,OBJETO FIJO,1,12,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,CONDUCTOR,MASCULINO,57.0,2016-08-03 00:00:00
2016-0101,2016-08-07,7,8,2016,SD,19:42:00,19,SD-SD,SD,1,9,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.","CHAVEZ, JORGE","PAZ, GRAL. AV. y CHAVEZ, JORGE",Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,,,,
2016-0102,2016-08-10,10,8,2016,MOTO,23:37:00,23,MOTO-CARGAS,CARGAS,1,9,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.","SUAREZ, JOSE LEON","PERON, EVA AV. y SUAREZ, JOSE LEON",Point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,CONDUCTOR,MASCULINO,29.0,
2016-0104,2016-08-14,14,8,2016,MOTO,21:15:00,21,MOTO-PASAJEROS,PASAJEROS,1,9,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,SANTIAGO DE COMPOSTELA AV.,ZINNY y SANTIAGO DE COMPOSTELA AV.,Point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,CONDUCTOR,MASCULINO,21.0,2016-08-15 00:00:00
2016-0105,2016-08-17,17,8,2016,PEATON,00:05:00,0,PEATON-PASAJEROS,PASAJEROS,1,15,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",FRAGA,"LACROZE, FEDERICO AV. y FRAGA",Point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,PEATON,MASCULINO,19.0,2016-08-26 00:00:00
2016-0106,2016-08-19,19,8,2016,PEATON,21:02:00,21,PEATON-PASAJEROS,PASAJEROS,1,1,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",DEL LIBERTADOR AV.,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",Point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,PEATON,MASCULINO,38.0,
2016-0107,2016-08-20,20,8,2016,MOTO,08:22:00,8,MOTO-AUTO,AUTO,1,4,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,Point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,CONDUCTOR,MASCULINO,21.0,
2016-0109,2016-08-24,24,8,2016,AUTO,05:45:00,5,AUTO-OBJETO FIJO,OBJETO FIJO,1,9,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,CONDUCTOR,FEMENINO,53.0,2016-08-24 00:00:00
2016-0110,2016-08-24,24,8,2016,PEATON,20:21:00,20,PEATON-SD,SD,1,9,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",Point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,PEATON,MASCULINO,57.0,
2016-0111,2016-08-25,25,8,2016,MOTO,09:30:00,9,MOTO-CARGAS,CARGAS,1,15,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,LA PAMPA,LUGONES y LA PAMPA,Point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,CONDUCTOR,MASCULINO,27.0,2016-08-25 00:00:00
2016-0112,2016-08-27,27,8,2016,MOTO,04:40:00,4,MOTO-OBJETO FIJO,OBJETO FIJO,1,1,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,CONDUCTOR,MASCULINO,24.0,2016-08-27 00:00:00
2016-0113,2016-08-27,27,8,2016,PEATON,16:45:00,16,PEATON-PASAJEROS,PASAJEROS,1,9,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,PEATON,FEMENINO,60.0,
2016-0114,2016-08-31,31,8,2016,BICICLETA,11:20:00,11,BICICLETA-CARGAS,CARGAS,1,14,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",,"SALGUERO, JERONIMO 1410",Point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,CICLISTA,FEMENINO,55.0,2016-08-31 00:00:00
2016-0115,2016-09-02,2,9,2016,SD,11:50:00,11,SD-CARGAS,CARGAS,1,12,ARIAS Y TRONADOR,CALLE,ARIAS,TRONADOR,ARIAS y TRONADOR,Point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,,,,
2016-0116,2016-09-02,2,9,2016,MOTO,20:20:00,20,MOTO-AUTO,AUTO,1,8,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,CONDUCTOR,MASCULINO,30.0,2016-09-02 00:00:00
2016-0117,2016-09-03,3,9,2016,AUTO,15:30:00,15,AUTO-AUTO,AUTO,1,14,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,TAGLE,DEL LIBERTADOR AV. y TAGLE,Point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,CONDUCTOR,MASCULINO,43.0,
2016-0118,2016-09-04,4,9,2016,AUTO,03:30:00,3,AUTO-AUTO,AUTO,1,1,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,Point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,CONDUCTOR,MASCULINO,27.0,2016-09-04 00:00:00
2016-0119,2016-09-04,4,9,2016,SD,06:40:00,6,SD-SD,SD,1,12,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,,,,
2016-0122,2016-09-13,13,9,2016,BICICLETA,07:10:00,7,BICICLETA-PASAJEROS,PASAJEROS,1,9,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 4233",Point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,CICLISTA,MASCULINO,49.0,2016-09-13 00:00:00
2016-0123,2016-09-14,14,9,2016,MOTO,09:00:00,9,MOTO-AUTO,AUTO,1,7,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,"BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",Point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,CONDUCTOR,FEMENINO,58.0,
2016-0124,2016-09-16,16,9,2016,PEATON,15:24:00,15,PEATON-PASAJEROS,PASAJEROS,1,7,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,Point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,PEATON,MASCULINO,67.0,
2016-0125,2016-09-17,17,9,2016,MOTO,12:14:00,12,MOTO-MOTO,MOTO,1,10,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,"ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",Point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,CONDUCTOR,MASCULINO,30.0,
2016-0126,2016-09-18,18,9,2016,AUTO,22:45:00,22,AUTO-CARGAS,CARGAS,2,10,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,CONDUCTOR,MASCULINO,37.0,
2016-0126,2016-09-18,18,9,2016,AUTO,22:45:00,22,AUTO-CARGAS,CARGAS,2,10,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,PASAJERO_ACOMPAÑANTE,MASCULINO,60.0,
2016-0127,2016-09-24,24,9,2016,PEATON,10:25:00,10,PEATON-PASAJEROS,PASAJEROS,1,8,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO","ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",Point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,PEATON,MASCULINO,50.0,
2016-0128,2016-10-02,2,10,2016,PEATON,11:30:00,11,PEATON-PASAJEROS,PASAJEROS,1,5,CASTRO Y AV PAVON,AVENIDA,CASTRO,PAVON AV.,CASTRO y PAVON AV.,Point (104049.28528337 99858.37522846),-58.41914024,-34.63053890,PEATON,FEMENINO,81.0,2016-10-02 00:00:00
2016-0130,2016-10-04,4,10,2016,MOTO,12:30:00,12,MOTO-CARGAS,CARGAS,1,1,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,Point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,CONDUCTOR,MASCULINO,29.0,2016-10-04 00:00:00
2016-0131,2016-10-09,9,10,2016,PEATON,19:13:00,19,PEATON-AUTO,AUTO,1,4,MIRAVE 3500,CALLE,MIRAVE,,MIRAVE 3500,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,PEATON,MASCULINO,35.0,
2016-0132,2016-10-10,10,10,2016,AUTO,02:30:00,2,AUTO-PASAJEROS,PASAJEROS,1,3,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2016-10-10 00:00:00
2016-0133,2016-10-14,14,10,2016,MOTO,00:05:00,0,MOTO-AUTO,AUTO,1,14,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,Point (105619.82089682 105083.85914124),-58.40204698,-34.58342690,CONDUCTOR,MASCULINO,41.0,2016-10-25 00:00:00
2016-0134,2016-10-23,23,10,2016,MOTO,05:00:00,5,MOTO-OBJETO FIJO,OBJETO FIJO,1,8,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,CONDUCTOR,MASCULINO,25.0,2016-10-23 00:00:00
2016-0135,2016-10-24,24,10,2016,PEATON,05:00:00,5,PEATON-SD,SD,1,14,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,PEATON,MASCULINO,29.0,2016-10-25 00:00:00
2016-0136,2016-10-25,25,10,2016,MOTO,00:00:00,0,MOTO-CARGAS,CARGAS,1,4,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,,Point (. .),.,.,CONDUCTOR,,,
2016-0137,2016-10-25,25,10,2016,MOTO,00:39:00,0,MOTO-MOTO,MOTO,1,11,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,LADINES,SAN MARTIN AV. y LADINES,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,CONDUCTOR,MASCULINO,30.0,
2016-0138,2016-10-27,27,10,2016,BICICLETA,20:30:00,20,BICICLETA-CARGAS,CARGAS,1,13,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,BLANCO ENCALADA,CABILDO AV. y BLANCO ENCALADA,Point (100385.69739031 107770.04028070),-58.45909670,-34.55922742,CICLISTA,FEMENINO,33.0,
2016-0139,2016-10-28,28,10,2016,MOTO,23:00:00,23,MOTO-MOTO,MOTO,1,14,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,PASAJERO_ACOMPAÑANTE,FEMENINO,35.0,
2016-0140,2016-10-31,31,10,2016,PASAJEROS,02:58:00,2,PASAJEROS-PASAJEROS,PASAJEROS,1,13,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,VUELTA DE OBLIGADO,JURAMENTO AV. y VUELTA DE OBLIGADO,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,PASAJERO_ACOMPAÑANTE,MASCULINO,20.0,
2016-0142,2016-11-05,5,11,2016,MOTO,23:30:00,23,MOTO-PASAJEROS,PASAJEROS,1,1,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,CONDUCTOR,MASCULINO,46.0,2016-11-05 00:00:00
2016-0143,2016-11-06,6,11,2016,MOTO,04:41:00,4,MOTO-SD,SD,1,8,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,CONDUCTOR,MASCULINO,35.0,
2016-0144,2016-11-07,7,11,2016,PEATON,12:10:00,12,PEATON-PASAJEROS,PASAJEROS,1,4,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",,"BROWN, ALTE. AV. 984",Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,PEATON,MASCULINO,83.0,
2016-0145,2016-11-07,7,11,2016,MOTO,20:56:00,20,MOTO-AUTO,AUTO,1,13,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,CONDUCTOR,MASCULINO,39.0,2016-11-07 00:00:00
2016-0146,2016-11-09,9,11,2016,PEATON,20:00:00,20,PEATON-PASAJEROS,PASAJEROS,1,4,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON,FEMENINO,29.0,
2016-0147,2016-11-16,16,11,2016,MOVIL,21:15:00,21,MOVIL-PASAJEROS,PASAJEROS,1,1,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,PASAJERO_ACOMPAÑANTE,MASCULINO,55.0,2016-11-16 00:00:00
2016-0148,2016-11-16,16,11,2016,MOTO,22:20:00,22,MOTO-MOTO,MOTO,1,15,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,,GARMENDIA AV. 4895,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,CONDUCTOR,MASCULINO,,
2016-0150,2016-11-18,18,11,2016,CARGAS,18:20:00,18,CARGAS-CARGAS,CARGAS,1,4,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.","TABORDA, DIOGENES","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,PASAJERO_ACOMPAÑANTE,MASCULINO,41.0,2016-11-18 00:00:00
2016-0151,2016-11-18,18,11,2016,PEATON,20:35:00,20,PEATON-SD,SD,1,0,SD,CALLE,,,,Point (. .),.,.,PEATON,,,
2016-0152,2016-11-23,23,11,2016,MOTO,21:10:00,21,MOTO-AUTO,AUTO,1,7,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,CONDUCTOR,MASCULINO,42.0,2016-11-24 00:00:00
2016-0153,2016-11-25,25,11,2016,PEATON,15:42:00,15,PEATON-MOTO,MOTO,1,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,CORDOBA AV.,ARAOZ y CORDOBA AV.,Point (103130.82393478 103817.27945358),-58.42917090,-34.59485488,PEATON,FEMENINO,83.0,2016-11-25 00:00:00
2016-0154,2016-11-26,26,11,2016,MOTO,14:14:00,14,MOTO-MOTO,MOTO,1,8,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 15200",Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,CONDUCTOR,MASCULINO,38.0,
2016-0155,2016-11-26,26,11,2016,PEATON,16:50:00,16,PEATON-AUTO,AUTO,1,10,MADERO 900,CALLE,MADERO,,MADERO 900,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,PEATON,FEMENINO,29.0,
2016-0156,2016-11-26,26,11,2016,MOTO,19:40:00,19,MOTO-PASAJEROS,PASAJEROS,1,3,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,DEAN FUNES,INDEPENDENCIA AV. y DEAN FUNES,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,CONDUCTOR,MASCULINO,23.0,2016-11-30 00:00:00
2016-0157,2016-12-03,3,12,2016,MOTO,06:40:00,6,MOTO-MOTO,MOTO,1,11,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",,"JUSTO, JUAN B. AV. 5645",Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,CONDUCTOR,MASCULINO,23.0,
2016-0159,2016-12-04,4,12,2016,AUTO,07:21:00,7,AUTO-SD,SD,1,8,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,CONDUCTOR,MASCULINO,23.0,
2016-0160,2016-12-06,6,12,2016,CARGAS,05:30:00,5,CARGAS-OBJETO FIJO,OBJETO FIJO,1,9,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,CONDUCTOR,MASCULINO,29.0,2016-12-06 00:00:00
2016-0161,2016-12-06,6,12,2016,PEATON,07:22:00,7,PEATON-PASAJEROS,PASAJEROS,1,14,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,PEATON,MASCULINO,50.0,2016-12-06 00:00:00
2016-0162,2016-12-07,7,12,2016,PEATON,05:00:00,5,PEATON-AUTO,AUTO,1,15,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",FOREST AV.,"LACROZE, FEDERICO AV. y FOREST AV.",Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,PEATON,MASCULINO,38.0,2017-01-01 00:00:00
2016-0163,2016-12-10,10,12,2016,MOTO,07:30:00,7,MOTO-AUTO,AUTO,1,11,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,CONDUCTOR,MASCULINO,23.0,
2016-0164,2016-12-11,11,12,2016,AUTO,06:16:00,6,AUTO-AUTO,AUTO,1,4,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,CONDUCTOR,MASCULINO,29.0,
2016-0165,2016-12-12,12,12,2016,BICICLETA,08:25:00,8,BICICLETA-PASAJEROS,PASAJEROS,1,4,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",,"GARCIA, MARTIN AV. 300",Point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,CICLISTA,MASCULINO,37.0,
2016-0168,2016-12-13,13,12,2016,MOTO,10:40:00,10,MOTO-AUTO,AUTO,1,4,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.","LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,CONDUCTOR,MASCULINO,43.0,2016-12-13 00:00:00
2016-0169,2016-12-15,15,12,2016,MOTO,15:30:00,15,MOTO-PASAJEROS,PASAJEROS,1,12,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,"BALBIN, RICARDO, DR. AV.","NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,CONDUCTOR,MASCULINO,24.0,2016-12-16 00:00:00
2016-0170,2016-12-19,19,12,2016,MOTO,17:10:00,17,MOTO-AUTO,AUTO,1,12,AV GRAL PAZ 4500,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 4500",Point (96082.96647324 107261.96873833),-58.50598256,-34.56379980,PASAJERO_ACOMPAÑANTE,MASCULINO,21.0,2016-12-19 00:00:00
2016-0171,2016-12-25,25,12,2016,MOTO,19:00:00,19,MOTO-MOTO,MOTO,1,1,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,CONDUCTOR,,,
2016-0172,2016-12-26,26,12,2016,MOTO,08:00:00,8,MOTO-CARGAS,CARGAS,1,5,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",CASTRO,"GARAY, JUAN DE AV. y CASTRO",Point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,CONDUCTOR,MASCULINO,38.0,2016-12-26 00:00:00
2016-0173,2016-12-26,26,12,2016,MOTO,19:52:00,19,MOTO-CARGAS,CARGAS,1,7,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,SAN PEDRITO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,CONDUCTOR,MASCULINO,35.0,
